TID_UPGRADE_DISPLAYNAME__AFFA_CAKES,Jaffa cakes
TID_UPGRADE_DESC__AFFA_CAKES,"Cookie production multiplier +25%.If you want to bake a cookie from scratch, you must first build a factory."
TID_UPGRADE_DISPLAYNAME_GREASE_S_CUPS,Grease's cups
TID_UPGRADE_DESC_GREASE_S_CUPS,Cookie production multiplier +25%.Extra-greasy peanut butter.
TID_UPGRADE_DISPLAYNAME_HEAVENLY_CHIP_SECRET,Heavenly chip secret
TID_UPGRADE_DESC_HEAVENLY_CHIP_SECRET,"Unlocks 5% of the potential of your heavenly chips.Grants the knowledge of heavenly chips, and how to use them to make baking more efficient.It's a secret to everyone."
TID_UPGRADE_DISPLAYNAME_HEAVENLY_COOKIE_STAND,Heavenly cookie stand
TID_UPGRADE_DESC_HEAVENLY_COOKIE_STAND,Unlocks 25% of the potential of your heavenly chips.Don't forget to visit the heavenly lemonade stand afterwards.
TID_UPGRADE_DISPLAYNAME_HEAVENLY_BAKERY,Heavenly bakery
TID_UPGRADE_DESC_HEAVENLY_BAKERY,Unlocks 50% of the potential of your heavenly chips.Also sells godly cakes and divine pastries.
TID_UPGRADE_DISPLAYNAME_HEAVENLY_CONFECTIONERY,Heavenly confectionery
TID_UPGRADE_DESC_HEAVENLY_CONFECTIONERY,Unlocks 75% of the potential of your heavenly chips.They say angel bakers work there. They take angel lunch breaks and sometimes go on angel strikes.
TID_UPGRADE_DISPLAYNAME_HEAVENLY_KEY,Heavenly key
TID_UPGRADE_DESC_HEAVENLY_KEY,"Unlocks 100% of the potential of your heavenly chips.This is the key to the pearly (and tasty) gates of pastry heaven, granting you access to your entire stockpile of heavenly chips.May you use them wisely."
TID_UPGRADE_DISPLAYNAME_SKULL_COOKIES,Skull cookies
TID_UPGRADE_DESC_SKULL_COOKIES,Cookie production multiplier +20%.Wanna know something spooky? You've got one of these inside your head RIGHT NOW.
TID_UPGRADE_DISPLAYNAME_GHOST_COOKIES,Ghost cookies
TID_UPGRADE_DESC_GHOST_COOKIES,"Cookie production multiplier +20%.They're something strange, but they look pretty good!"
TID_UPGRADE_DISPLAYNAME_BAT_COOKIES,Bat cookies
TID_UPGRADE_DESC_BAT_COOKIES,Cookie production multiplier +20%.The cookies this town deserves.
TID_UPGRADE_DISPLAYNAME_SLIME_COOKIES,Slime cookies
TID_UPGRADE_DESC_SLIME_COOKIES,Cookie production multiplier +20%.The incredible melting cookies!
TID_UPGRADE_DISPLAYNAME_PUMPKIN_COOKIES,Pumpkin cookies
TID_UPGRADE_DESC_PUMPKIN_COOKIES,Cookie production multiplier +20%.Not even pumpkin-flavored. Tastes like glazing. Yeugh.
TID_UPGRADE_DISPLAYNAME_EYEBALL_COOKIES,Eyeball cookies
TID_UPGRADE_DESC_EYEBALL_COOKIES,"Cookie production multiplier +20%.When you stare into the cookie, the cookie stares back at you."
TID_UPGRADE_DISPLAYNAME_SPIDER_COOKIES,Spider cookies
TID_UPGRADE_DESC_SPIDER_COOKIES,Cookie production multiplier +20%.You found the recipe on the web. They do whatever a cookie can.
TID_UPGRADE_DISPLAYNAME_PERSISTENT_MEMORY,Persistent memory
TID_UPGRADE_DESC_PERSISTENT_MEMORY,Subsequent research will be 10 times as fast.It's all making sense!Again!
TID_UPGRADE_DISPLAYNAME_WRINKLER_DOORMAT,Wrinkler doormat
TID_UPGRADE_DESC_WRINKLER_DOORMAT,Wrinklers spawn much more frequently.You're such a pushover.
TID_UPGRADE_DISPLAYNAME_CHRISTMAS_TREE_BISCUITS,Christmas tree biscuits
TID_UPGRADE_DESC_CHRISTMAS_TREE_BISCUITS,Cookie production multiplier +20%.Whose pine is it anyway?
TID_UPGRADE_DISPLAYNAME_SNOWFLAKE_BISCUITS,Snowflake biscuits
TID_UPGRADE_DESC_SNOWFLAKE_BISCUITS,Cookie production multiplier +20%.Mass-produced to be unique in every way.
TID_UPGRADE_DISPLAYNAME_SNOWMAN_BISCUITS,Snowman biscuits
TID_UPGRADE_DESC_SNOWMAN_BISCUITS,Cookie production multiplier +20%.It's frosted. Doubly so.
TID_UPGRADE_DISPLAYNAME_HOLLY_BISCUITS,Holly biscuits
TID_UPGRADE_DESC_HOLLY_BISCUITS,"Cookie production multiplier +20%.You don't smooch under these ones. That would be the mistletoe (which, botanically, is a smellier variant of the mistlefinger)."
TID_UPGRADE_DISPLAYNAME_CANDY_CANE_BISCUITS,Candy cane biscuits
TID_UPGRADE_DESC_CANDY_CANE_BISCUITS,"Cookie production multiplier +20%.It's two treats in one!(Further inspection reveals the frosting does not actually taste like peppermint, but like mundane sugary frosting.)"
TID_UPGRADE_DISPLAYNAME_BELL_BISCUITS,Bell biscuits
TID_UPGRADE_DESC_BELL_BISCUITS,"Cookie production multiplier +20%.What do these even have to do with christmas? Who cares, ring them in!"
TID_UPGRADE_DISPLAYNAME_PRESENT_BISCUITS,Present biscuits
TID_UPGRADE_DESC_PRESENT_BISCUITS,Cookie production multiplier +20%.The prequel to future biscuits. Watch out!
TID_UPGRADE_DISPLAYNAME_GINGERBREAD_MEN,Gingerbread men
TID_UPGRADE_DESC_GINGERBREAD_MEN,"Cookie production multiplier +25%.You like to bite the legs off first, right? How about tearing off the arms? You sick monster."
TID_UPGRADE_DISPLAYNAME_GINGERBREAD_TREES,Gingerbread trees
TID_UPGRADE_DESC_GINGERBREAD_TREES,Cookie production multiplier +25%.Evergreens in pastry form. Yule be surprised what you can come up with.
TID_UPGRADE_DISPLAYNAME_A_FESTIVE_HAT,A festive hat
TID_UPGRADE_DESC_A_FESTIVE_HAT,"Unlocks... something.Not a creature was stirring, not even a mouse."
TID_UPGRADE_DISPLAYNAME_INCREASED_MERRINESS,Increased merriness
TID_UPGRADE_DESC_INCREASED_MERRINESS,"Cookie production multiplier +15%.It turns out that the key to increased merriness, strangely enough, happens to be a good campfire and some s'mores.You know what they say, after all; the s'more, the merrier."
TID_UPGRADE_DISPLAYNAME_IMPROVED__OLLINESS,Improved jolliness
TID_UPGRADE_DESC_IMPROVED__OLLINESS,Cookie production multiplier +15%.A nice wobbly belly goes a long way.You jolly?
TID_UPGRADE_DISPLAYNAME_A_LUMP_OF_COAL,A lump of coal
TID_UPGRADE_DESC_A_LUMP_OF_COAL,"Cookie production multiplier +1%.Some of the world's worst stocking stuffing.I guess you could try starting your own little industrial revolution, or something?..."
TID_UPGRADE_DISPLAYNAME_AN_ITCHY_SWEATER,An itchy sweater
TID_UPGRADE_DESC_AN_ITCHY_SWEATER,"Cookie production multiplier +1%.You don't know what's worse : the embarrassingly quaint 'elf on reindeer' motif, or the fact that wearing it makes you feel like you're wrapped in a dead sasquatch."
TID_UPGRADE_DISPLAYNAME_REINDEER_BAKING_GROUNDS,Reindeer baking grounds
TID_UPGRADE_DESC_REINDEER_BAKING_GROUNDS,Reindeer appear twice as frequently.Male reindeer are from Mars; female reindeer are from venison.
TID_UPGRADE_DISPLAYNAME_WEIGHTED_SLEIGHS,Weighted sleighs
TID_UPGRADE_DESC_WEIGHTED_SLEIGHS,Reindeer are twice as slow.Hope it was worth the weight.(Something something forced into cervidude)
TID_UPGRADE_DISPLAYNAME_HO_HO_HO_FLAVORED_FROSTING,Ho ho ho-flavored frosting
TID_UPGRADE_DESC_HO_HO_HO_FLAVORED_FROSTING,Reindeer give twice as much.It's time to up the antler.
TID_UPGRADE_DISPLAYNAME_SEASON_SAVINGS,Season savings
TID_UPGRADE_DESC_SEASON_SAVINGS,"All buildings are 1% cheaper.By Santa's beard, what savings!But who will save us?"
TID_UPGRADE_DISPLAYNAME_TOY_WORKSHOP,Toy workshop
TID_UPGRADE_DESC_TOY_WORKSHOP,All upgrades are 5% cheaper.Watch yours-elf around elvesdroppers who might steal our production secrets.Or elven worse!
TID_UPGRADE_DISPLAYNAME_NAUGHTY_LIST,Naughty list
TID_UPGRADE_DESC_NAUGHTY_LIST,Grandmas are twice as productive.This list contains every unholy deed perpetuated by grandmakind.He won't be checking this one twice.Once. Once is enough.
TID_UPGRADE_DISPLAYNAME_SANTA_S_BOTTOMLESS_BAG,Santa's bottomless bag
TID_UPGRADE_DESC_SANTA_S_BOTTOMLESS_BAG,Random drops are 10% more common.This is one bottom you can't check out.
TID_UPGRADE_DISPLAYNAME_SANTA_S_HELPERS,Santa's helpers
TID_UPGRADE_DESC_SANTA_S_HELPERS,"Clicking is 10% more powerful.Some choose to help hamburger; some choose to help you.To each their own, I guess."
TID_UPGRADE_DISPLAYNAME_SANTA_S_LEGACY,Santa's legacy
TID_UPGRADE_DESC_SANTA_S_LEGACY,"Cookie production multiplier +10% per Santa's levels.In the north pole, you gotta get the elves first. Then when you get the elves, you start making the toys. Then when you get the toys... then you get the cookies."
TID_UPGRADE_DISPLAYNAME_SANTA_S_MILK_AND_COOKIES,Santa's milk and cookies
TID_UPGRADE_DESC_SANTA_S_MILK_AND_COOKIES,Milk is 5% more powerful.Part of Santa's dreadfully unbalanced diet.
TID_UPGRADE_DISPLAYNAME_REINDEER_SEASON,Reindeer season
TID_UPGRADE_DESC_REINDEER_SEASON,"Reindeer spawn much more frequently.Go, Cheater! Go, Hacker and Faker!"
TID_UPGRADE_DISPLAYNAME_SANTA_S_DOMINION,Santa's dominion
TID_UPGRADE_DESC_SANTA_S_DOMINION,"Cookie production multiplier +50%.All buildings are 1% cheaper.All upgrades are 2% cheaper.My name is Claus, king of kings;Look on my toys, ye Mighty, and despair!"
TID_UPGRADE_DISPLAYNAME_PURE_HEART_BISCUITS,Pure heart biscuits
TID_UPGRADE_DESC_PURE_HEART_BISCUITS,Cookie production multiplier +25%.Melty white chocolatethat says 'I *like* like you'.
TID_UPGRADE_DISPLAYNAME_ARDENT_HEART_BISCUITS,Ardent heart biscuits
TID_UPGRADE_DESC_ARDENT_HEART_BISCUITS,Cookie production multiplier +25%.A red hot cherry biscuit that will nudge the target of your affection in interesting directions.
TID_UPGRADE_DISPLAYNAME_SOUR_HEART_BISCUITS,Sour heart biscuits
TID_UPGRADE_DESC_SOUR_HEART_BISCUITS,Cookie production multiplier +25%.A bitter lime biscuit for the lonely and the heart-broken.
TID_UPGRADE_DISPLAYNAME_WEEPING_HEART_BISCUITS,Weeping heart biscuits
TID_UPGRADE_DESC_WEEPING_HEART_BISCUITS,"Cookie production multiplier +25%.An ice-cold blueberry biscuit, symbol of a mending heart."
TID_UPGRADE_DISPLAYNAME_GOLDEN_HEART_BISCUITS,Golden heart biscuits
TID_UPGRADE_DESC_GOLDEN_HEART_BISCUITS,"Cookie production multiplier +25%.A beautiful biscuit to symbolize kindness, true love, and sincerity."
TID_UPGRADE_DISPLAYNAME_ETERNAL_HEART_BISCUITS,Eternal heart biscuits
TID_UPGRADE_DESC_ETERNAL_HEART_BISCUITS,"Cookie production multiplier +25%.Silver icing for a very special someone you've liked for a long, long time."
TID_UPGRADE_DISPLAYNAME_GEM_POLISH,Gem polish
TID_UPGRADE_DESC_GEM_POLISH,"Prisms gain +1,000,000 base CpS.Get rid of the grime and let more light in.Truly, truly outrageous."
TID_UPGRADE_DISPLAYNAME_9TH_COLOR,9th color
TID_UPGRADE_DESC_9TH_COLOR,Prisms are twice as efficient.Delve into untouched optical depths where even the mantis shrimp hasn't set an eye!
TID_UPGRADE_DISPLAYNAME_CHOCOLATE_LIGHT,Chocolate light
TID_UPGRADE_DESC_CHOCOLATE_LIGHT,Prisms are twice as efficient.Bask into its cocoalescence.(Warning : may cause various interesting albeit deadly skin conditions.)
TID_UPGRADE_DISPLAYNAME_GRAINBOW,Grainbow
TID_UPGRADE_DESC_GRAINBOW,"Prisms are twice as efficient.Remember the different grains using the handy Roy G. Biv mnemonic : R is for rice, O is for oats... uh, B for barley?..."
TID_UPGRADE_DISPLAYNAME_PURE_COSMIC_LIGHT,Pure cosmic light
TID_UPGRADE_DESC_PURE_COSMIC_LIGHT,"Prisms are twice as efficient.Your prisms now receive pristine, unadulterated photons from the other end of the universe."
TID_UPGRADE_DISPLAYNAME_RAINBOW_GRANDMAS,Rainbow grandmas
TID_UPGRADE_DESC_RAINBOW_GRANDMAS,Grandmas are twice as efficient.A luminous grandma to sparkle into cookies.
TID_UPGRADE_DISPLAYNAME_SEASON_SWITCHER,Season switcher
TID_UPGRADE_DESC_SEASON_SWITCHER,"Allows you to trigger seasonal events at will, for a price.There will always be time."
TID_UPGRADE_DISPLAYNAME_FESTIVE_BISCUIT,Festive biscuit
TID_UPGRADE_DESC_FESTIVE_BISCUIT,Triggers Christmas season for the next 24 hours.Triggering another season will cancel this one.'Twas the night before Christmas- or was it?
TID_UPGRADE_DISPLAYNAME_GHOSTLY_BISCUIT,Ghostly biscuit
TID_UPGRADE_DESC_GHOSTLY_BISCUIT,Triggers Halloween season for the next 24 hours.Triggering another season will cancel this one.spooky scary skeletonswill wake you with a boo
TID_UPGRADE_DISPLAYNAME_LOVESICK_BISCUIT,Lovesick biscuit
TID_UPGRADE_DESC_LOVESICK_BISCUIT,Triggers Valentine's Day season for the next 24 hours.Triggering another season will cancel this one.Romance never goes out of fashion.
TID_ACH_DISPLAYNAME_WAKE_AND_BAKE,Wake and bake
TID_ACH_DESC_WAKE_AND_BAKE,Bake 1 cookie.
TID_ACH_DISPLAYNAME_MAKING_SOME_DOUGH,Making some dough
TID_ACH_DESC_MAKING_SOME_DOUGH,Bake 100 cookies.
TID_ACH_DISPLAYNAME_SO_BAKED_RIGHT_NOW,So baked right now
TID_ACH_DESC_SO_BAKED_RIGHT_NOW,"Bake 1,000 cookies."
TID_ACH_DISPLAYNAME_FLEDGLING_BAKERY,Fledgling bakery
TID_ACH_DESC_FLEDGLING_BAKERY,"Bake 10,000 cookies."
TID_ACH_DISPLAYNAME_AFFLUENT_BAKERY,Affluent bakery
TID_ACH_DESC_AFFLUENT_BAKERY,"Bake 100,000 cookies."
TID_ACH_DISPLAYNAME_WORLD_FAMOUS_BAKERY,World-famous bakery
TID_ACH_DESC_WORLD_FAMOUS_BAKERY,"Bake 1,000,000 cookies."
TID_ACH_DISPLAYNAME_COSMIC_BAKERY,Cosmic bakery
TID_ACH_DESC_COSMIC_BAKERY,"Bake 10,000,000 cookies."
TID_ACH_DISPLAYNAME_GALACTIC_BAKERY,Galactic bakery
TID_ACH_DESC_GALACTIC_BAKERY,"Bake 100,000,000 cookies."
TID_ACH_DISPLAYNAME_UNIVERSAL_BAKERY,Universal bakery
TID_ACH_DESC_UNIVERSAL_BAKERY,"Bake 1,000,000,000 cookies."
TID_ACH_DISPLAYNAME_TIMELESS_BAKERY,Timeless bakery
TID_ACH_DESC_TIMELESS_BAKERY,"Bake 10,000,000,000 cookies."
TID_ACH_DISPLAYNAME_INFINITE_BAKERY,Infinite bakery
TID_ACH_DESC_INFINITE_BAKERY,"Bake 100,000,000,000 cookies."
TID_ACH_DISPLAYNAME_IMMORTAL_BAKERY,Immortal bakery
TID_ACH_DESC_IMMORTAL_BAKERY,"Bake 1,000,000,000,000 cookies."
TID_ACH_DISPLAYNAME_YOU_CAN_STOP_NOW,You can stop now
TID_ACH_DESC_YOU_CAN_STOP_NOW,"Bake 10,000,000,000,000 cookies."
TID_ACH_DISPLAYNAME_COOKIES_ALL_THE_WAY_DOWN,Cookies all the way down
TID_ACH_DESC_COOKIES_ALL_THE_WAY_DOWN,"Bake 100,000,000,000,000 cookies."
TID_ACH_DISPLAYNAME_OVERDOSE,Overdose
TID_ACH_DESC_OVERDOSE,"Bake 1,000,000,000,000,000 cookies."
TID_ACH_DISPLAYNAME_HOW,How?
TID_ACH_DESC_HOW,"Bake 10,000,000,000,000,000 cookies."
TID_ACH_DISPLAYNAME_CASUAL_BAKING,Casual baking
TID_ACH_DESC_CASUAL_BAKING,Bake 1 cookie per second.
TID_ACH_DISPLAYNAME_HARDCORE_BAKING,Hardcore baking
TID_ACH_DESC_HARDCORE_BAKING,Bake 10 cookies per second.
TID_ACH_DISPLAYNAME_STEADY_TASTY_STREAM,Steady tasty stream
TID_ACH_DESC_STEADY_TASTY_STREAM,Bake 100 cookies per second.
TID_ACH_DISPLAYNAME_COOKIE_MONSTER,Cookie monster
TID_ACH_DESC_COOKIE_MONSTER,"Bake 1,000 cookies per second."
TID_ACH_DISPLAYNAME_MASS_PRODUCER,Mass producer
TID_ACH_DESC_MASS_PRODUCER,"Bake 10,000 cookies per second."
TID_ACH_DISPLAYNAME_COOKIE_VORTEX,Cookie vortex
TID_ACH_DESC_COOKIE_VORTEX,"Bake 1,000,000 cookies per second."
TID_ACH_DISPLAYNAME_COOKIE_PULSAR,Cookie pulsar
TID_ACH_DESC_COOKIE_PULSAR,"Bake 10,000,000 cookies per second."
TID_ACH_DISPLAYNAME_COOKIE_QUASAR,Cookie quasar
TID_ACH_DESC_COOKIE_QUASAR,"Bake 100,000,000 cookies per second."
TID_ACH_DISPLAYNAME_A_WORLD_FILLED_WITH_COOKIES,A world filled with cookies
TID_ACH_DESC_A_WORLD_FILLED_WITH_COOKIES,"Bake 10,000,000,000 cookies per second."
TID_ACH_DISPLAYNAME_LET_S_NEVER_BAKE_AGAIN,Let's never bake again
TID_ACH_DESC_LET_S_NEVER_BAKE_AGAIN,"Bake 1,000,000,000,000 cookies per second."
TID_ACH_DISPLAYNAME_SACRIFICE,Sacrifice
TID_ACH_DESC_SACRIFICE,"Reset your game with 1 million cookies baked.Easy come, easy go."
TID_ACH_DISPLAYNAME_OBLIVION,Oblivion
TID_ACH_DESC_OBLIVION,Reset your game with 1 billion cookies baked.Back to square one.
TID_ACH_DISPLAYNAME_FROM_SCRATCH,From scratch
TID_ACH_DESC_FROM_SCRATCH,Reset your game with 1 trillion cookies baked.It's been fun.
TID_ACH_DISPLAYNAME_NEVERCLICK,Neverclick
TID_ACH_DESC_NEVERCLICK,Make 1 million cookies by only having clicked 15 times.
TID_ACH_DISPLAYNAME_CLICKTASTIC,Clicktastic
TID_ACH_DESC_CLICKTASTIC,"Make 1,000 cookies from clicking."
TID_ACH_DISPLAYNAME_CLICKATHLON,Clickathlon
TID_ACH_DESC_CLICKATHLON,"Make 100,000 cookies from clicking."
TID_ACH_DISPLAYNAME_CLICKOLYMPICS,Clickolympics
TID_ACH_DESC_CLICKOLYMPICS,"Make 10,000,000 cookies from clicking."
TID_ACH_DISPLAYNAME_CLICKORAMA,Clickorama
TID_ACH_DESC_CLICKORAMA,"Make 1,000,000,000 cookies from clicking."
TID_ACH_DISPLAYNAME_CLICK,Click
TID_ACH_DESC_CLICK,Have 1 cursor.
TID_ACH_DISPLAYNAME_DOUBLE_CLICK,Double-click
TID_ACH_DESC_DOUBLE_CLICK,Have 2 cursors.
TID_ACH_DISPLAYNAME_MOUSE_WHEEL,Mouse wheel
TID_ACH_DESC_MOUSE_WHEEL,Have 50 cursors.
TID_ACH_DISPLAYNAME_OF_MICE_AND_MEN,Of Mice and Men
TID_ACH_DESC_OF_MICE_AND_MEN,Have 100 cursors.
TID_ACH_DISPLAYNAME_THE_DIGITAL,The Digital
TID_ACH_DESC_THE_DIGITAL,Have 200 cursors.
TID_ACH_DISPLAYNAME__UST_WRONG,Just wrong
TID_ACH_DESC__UST_WRONG,Sell a grandma.I thought you loved me.
TID_ACH_DISPLAYNAME_GRANDMA_S_COOKIES,Grandma's cookies
TID_ACH_DESC_GRANDMA_S_COOKIES,Have 1 grandma.
TID_ACH_DISPLAYNAME_SLOPPY_KISSES,Sloppy kisses
TID_ACH_DESC_SLOPPY_KISSES,Have 50 grandmas.
TID_ACH_DISPLAYNAME_RETIREMENT_HOME,Retirement home
TID_ACH_DESC_RETIREMENT_HOME,Have 100 grandmas.
TID_ACH_DISPLAYNAME_MY_FIRST_FARM,My first farm
TID_ACH_DESC_MY_FIRST_FARM,Have 1 farm.
TID_ACH_DISPLAYNAME_REAP_WHAT_YOU_SOW,Reap what you sow
TID_ACH_DESC_REAP_WHAT_YOU_SOW,Have 50 farms.
TID_ACH_DISPLAYNAME_FARM_ILL,Farm ill
TID_ACH_DESC_FARM_ILL,Have 100 farms.
TID_ACH_DISPLAYNAME_PRODUCTION_CHAIN,Production chain
TID_ACH_DESC_PRODUCTION_CHAIN,Have 1 factory.
TID_ACH_DISPLAYNAME_INDUSTRIAL_REVOLUTION,Industrial revolution
TID_ACH_DESC_INDUSTRIAL_REVOLUTION,Have 50 factories.
TID_ACH_DISPLAYNAME_GLOBAL_WARMING,Global warming
TID_ACH_DESC_GLOBAL_WARMING,Have 100 factories.
TID_ACH_DISPLAYNAME_YOU_KNOW_THE_DRILL,You know the drill
TID_ACH_DESC_YOU_KNOW_THE_DRILL,Have 1 mine.
TID_ACH_DISPLAYNAME_EXCAVATION_SITE,Excavation site
TID_ACH_DESC_EXCAVATION_SITE,Have 50 mines.
TID_ACH_DISPLAYNAME_HOLLOW_THE_PLANET,Hollow the planet
TID_ACH_DESC_HOLLOW_THE_PLANET,Have 100 mines.
TID_ACH_DISPLAYNAME_EXPEDITION,Expedition
TID_ACH_DESC_EXPEDITION,Have 1 shipment.
TID_ACH_DISPLAYNAME_GALACTIC_HIGHWAY,Galactic highway
TID_ACH_DESC_GALACTIC_HIGHWAY,Have 50 shipments.
TID_ACH_DISPLAYNAME_FAR_FAR_AWAY,Far far away
TID_ACH_DESC_FAR_FAR_AWAY,Have 100 shipments.
TID_ACH_DISPLAYNAME_TRANSMUTATION,Transmutation
TID_ACH_DESC_TRANSMUTATION,Have 1 alchemy lab.
TID_ACH_DISPLAYNAME_TRANSMOGRIFICATION,Transmogrification
TID_ACH_DESC_TRANSMOGRIFICATION,Have 50 alchemy labs.
TID_ACH_DISPLAYNAME_GOLD_MEMBER,Gold member
TID_ACH_DESC_GOLD_MEMBER,Have 100 alchemy labs.
TID_ACH_DISPLAYNAME_A_WHOLE_WORLD,A whole world
TID_ACH_DESC_A_WHOLE_WORLD,Have 1 portal.
TID_ACH_DISPLAYNAME_NOW_YOU_RE_THINKING,Now you're thinking
TID_ACH_DESC_NOW_YOU_RE_THINKING,Have 50 portals.
TID_ACH_DISPLAYNAME_DIMENSIONAL_SHIFT,Dimensional shift
TID_ACH_DESC_DIMENSIONAL_SHIFT,Have 100 portals.
TID_ACH_DISPLAYNAME_TIME_WARP,Time warp
TID_ACH_DESC_TIME_WARP,Have 1 time machine.
TID_ACH_DISPLAYNAME_ALTERNATE_TIMELINE,Alternate timeline
TID_ACH_DESC_ALTERNATE_TIMELINE,Have 50 time machines.
TID_ACH_DISPLAYNAME_REWRITING_HISTORY,Rewriting history
TID_ACH_DESC_REWRITING_HISTORY,Have 100 time machines.
TID_ACH_DISPLAYNAME_ONE_WITH_EVERYTHING,One with everything
TID_ACH_DESC_ONE_WITH_EVERYTHING,Have at least 1 of every building.
TID_ACH_DISPLAYNAME_MATHEMATICIAN,Mathematician
TID_ACH_DESC_MATHEMATICIAN,"Have at least 1 of the most expensive object, 2 of the second-most expensive, 4 of the next and so on (capped at 128)."
TID_ACH_DISPLAYNAME_BASE_10,Base 10
TID_ACH_DESC_BASE_10,"Have at least 10 of the most expensive object, 20 of the second-most expensive, 30 of the next and so on."
TID_ACH_DISPLAYNAME_GOLDEN_COOKIE,Golden cookie
TID_ACH_DESC_GOLDEN_COOKIE,Click a golden cookie.
TID_ACH_DISPLAYNAME_LUCKY_COOKIE,Lucky cookie
TID_ACH_DESC_LUCKY_COOKIE,Click 7 golden cookies.
TID_ACH_DISPLAYNAME_A_STROKE_OF_LUCK,A stroke of luck
TID_ACH_DESC_A_STROKE_OF_LUCK,Click 27 golden cookies.
TID_ACH_DISPLAYNAME_CHEATED_COOKIES_TASTE_AWFUL,Cheated cookies taste awful
TID_ACH_DESC_CHEATED_COOKIES_TASTE_AWFUL,Hack in some cookies.
TID_ACH_DISPLAYNAME_UNCANNY_CLICKER,Uncanny clicker
TID_ACH_DESC_UNCANNY_CLICKER,"Click really, really fast.Well I'll be!"
TID_ACH_DISPLAYNAME_BUILDER,Builder
TID_ACH_DESC_BUILDER,Own 100 buildings.
TID_ACH_DISPLAYNAME_ARCHITECT,Architect
TID_ACH_DESC_ARCHITECT,Own 400 buildings.
TID_ACH_DISPLAYNAME_ENHANCER,Enhancer
TID_ACH_DESC_ENHANCER,Purchase 20 upgrades.
TID_ACH_DISPLAYNAME_AUGMENTER,Augmenter
TID_ACH_DESC_AUGMENTER,Purchase 50 upgrades.
TID_ACH_DISPLAYNAME_COOKIE_DUNKER,Cookie-dunker
TID_ACH_DESC_COOKIE_DUNKER,Dunk the cookie.You did it!
TID_ACH_DISPLAYNAME_FORTUNE,Fortune
TID_ACH_DESC_FORTUNE,Click 77 golden cookies.You should really go to bed.
TID_ACH_DISPLAYNAME_TRUE_NEVERCLICK,True Neverclick
TID_ACH_DESC_TRUE_NEVERCLICK,"Make 1 million cookies with no cookie clicks.This kinda defeats the whole purpose, doesn't it?"
TID_ACH_DISPLAYNAME_ELDER_NAP,Elder nap
TID_ACH_DESC_ELDER_NAP,Appease the grandmatriarchs at least once.weareeternal
TID_ACH_DISPLAYNAME_ELDER_SLUMBER,Elder slumber
TID_ACH_DESC_ELDER_SLUMBER,Appease the grandmatriarchs at least 5 times.our mindoutlivesthe universe
TID_ACH_DISPLAYNAME_ELDER,Elder
TID_ACH_DESC_ELDER,Own at least 7 grandma types.
TID_ACH_DISPLAYNAME_ELDER_CALM,Elder calm
TID_ACH_DESC_ELDER_CALM,Declare a covenant with the grandmatriarchs.wehavefed
TID_ACH_DISPLAYNAME_ENGINEER,Engineer
TID_ACH_DESC_ENGINEER,Own 800 buildings.
TID_ACH_DISPLAYNAME_LEPRECHAUN,Leprechaun
TID_ACH_DESC_LEPRECHAUN,Click 777 golden cookies.
TID_ACH_DISPLAYNAME_BLACK_CAT_S_PAW,Black cat's paw
TID_ACH_DESC_BLACK_CAT_S_PAW,Click 7777 golden cookies.
TID_ACH_DISPLAYNAME_NIHILISM,Nihilism
TID_ACH_DESC_NIHILISM,Reset your game with 1 quadrillion cookies baked.There are many thingsthat need to be erased
TID_ACH_DISPLAYNAME_ANTIBATTER,Antibatter
TID_ACH_DESC_ANTIBATTER,Have 1 antimatter condenser.
TID_ACH_DISPLAYNAME_QUIRKY_QUARKS,Quirky quarks
TID_ACH_DESC_QUIRKY_QUARKS,Have 50 antimatter condensers.
TID_ACH_DISPLAYNAME_IT_DOES_MATTER,It does matter!
TID_ACH_DESC_IT_DOES_MATTER,Have 100 antimatter condensers.
TID_ACH_DISPLAYNAME_UPGRADER,Upgrader
TID_ACH_DESC_UPGRADER,Purchase 100 upgrades.
TID_ACH_DISPLAYNAME_CENTENNIAL,Centennial
TID_ACH_DESC_CENTENNIAL,Have at least 100 of everything.
TID_ACH_DISPLAYNAME_HARDCORE,Hardcore
TID_ACH_DESC_HARDCORE,Get to 1 billion cookies baked with no upgrades purchased.
TID_ACH_DISPLAYNAME_SPEED_BAKING_I,Speed baking I
TID_ACH_DESC_SPEED_BAKING_I,Get to 1 million cookies baked in 35 minutes (with no heavenly upgrades).
TID_ACH_DISPLAYNAME_SPEED_BAKING_II,Speed baking II
TID_ACH_DESC_SPEED_BAKING_II,Get to 1 million cookies baked in 25 minutes (with no heavenly upgrades).
TID_ACH_DISPLAYNAME_SPEED_BAKING_III,Speed baking III
TID_ACH_DESC_SPEED_BAKING_III,Get to 1 million cookies baked in 15 minutes (with no heavenly upgrades).
TID_ACH_DISPLAYNAME_CLICKASMIC,Clickasmic
TID_ACH_DESC_CLICKASMIC,"Make 100,000,000,000 cookies from clicking."
TID_ACH_DISPLAYNAME_FRIEND_OF_THE_ANCIENTS,Friend of the ancients
TID_ACH_DESC_FRIEND_OF_THE_ANCIENTS,Have 150 grandmas.
TID_ACH_DISPLAYNAME_RULER_OF_THE_ANCIENTS,Ruler of the ancients
TID_ACH_DESC_RULER_OF_THE_ANCIENTS,Have 200 grandmas.
TID_ACH_DISPLAYNAME_WHOLESOME,Wholesome
